i_item_sk,class_key,brand_key,container_key,size_key
1026,Electronics:audio,Kentaur,Box,pro
1027,Jewelry:semi-precious,Sablewynn,Pouch,standard
1029,Books:arts,Fernglade,Hardcover,pocket
1032,Books:fiction,Fernglade,Hardcover,standard
1033,Electronics:stereo,Voltaic,Case,standard
1035,Men:sports-apparel,Ironclad,Garment,S
1038,Women:swimwear,Willowmere,Garment,L
1039,Children:school-uniforms,Bramblewick,Poly Bag,newborn
1041,Men:sports-apparel,Ironclad,Poly Bag,S
1044,Children:school-uniforms,Bramblewick,Gift Box,infant
1045,Women:fragrances,Willowmere,Poly Bag,M
1047,Shoes:womens,Farrow,Shoe Box,small
1050,Home:rugs,Marrowgate,Roll,medium
1051,Home:lighting,Thistlecroft,Roll,large
1053,Sports:basketball,Summitline,Box,small
1056,Music:rock,Cinderpath,Jewel Case,single
1057,Jewelry:costume,Sablewynn,Jewel Box,petite
1059,Sports:guns,Redridge,Case,large
1062,Electronics:karoke,Kentaur,Box,pro
1063,Women:maternity,Ashgrove,Garment,L
1065,Jewelry:birdal,Auravelle,Pouch,standard
1068,Music:pop,Lonewave,Jewel Case,standard
1069,Women:fragrances,Willowmere,Garment,S
1071,Children:school-uniforms,Pippet,Poly Bag,infant
1074,Shoes:mens,Stridewell,Shoe Box,small
1075,Children:toddlers,Pippet,Poly Bag,newborn
1077,Electronics:wireless,Kentaur,Box,pro
1080,Shoes:athletic,Stridewell,Dust Bag,medium
1081,Sports:golf,Summitline,Box,small
1083,Jewelry:custom,Auravelle,Jewel Box,petite
1086,Electronics:karoke,Voltaic,Case,pro
1087,Jewelry:bracelets,Auravelle,Jewel Box,standard
1089,Sports:tennis,Summitline,Case,large
1092,Electronics:musical,Voltaic,Case,standard
1093,Books:computers,Bellwood,Paperback,large-print
1095,Books:romance,Fernglade,Paperback,large-print
1098,Books:business,Bellwood,Hardcover,pocket
1099,Sports:hockey,Summitline,Box,small
1101,Jewelry:semi-precious,Auravelle,Pouch,standard
1104,Sports:sailing,Redridge,Box,small
1105,Shoes:mens,Farrow,Shoe Box,small
1107,Music:pop,Lonewave,Jewel Case,deluxe
1110,Children:infants,Pippet,Poly Bag,toddler
1111,Jewelry:semi-precious,Auravelle,Pouch,standard
1113,Music:rock,Lonewave,Digipak,standard
1116,Books:science,Bellwood,Hardcover,large-print
1117,Jewelry:earings,Sablewynn,Pouch,petite
1119,Home:furniture,Thistlecroft,Set,medium
1122,Books:travel,Bellwood,Hardcover,large-print
1123,Music:pop,Cinderpath,Jewel Case,standard
1125,Sports:outdoor,Summitline,Case,large
1128,Music:rock,Cinderpath,Digipak,single
1129,Books:history,Bellwood,Hardcover,pocket
1131,Music:rock,Cinderpath,Jewel Case,standard
1134,Books:self-help,Bellwood,Hardcover,large-print
1135,Electronics:karoke,Voltaic,Box,pro
1137,Jewelry:earings,Sablewynn,Jewel Box,statement
1140,Men:shirts,Rowantree,Poly Bag,S
1141,Women:fragrances,Willowmere,Poly Bag,L
1143,Music:pop,Lonewave,Jewel Case,standard
1147,Women:dresses,Willowmere,Garment,S
1149,Men:pants,Ironclad,Garment,S
1152,Books:mystery,Bellwood,Hardcover,pocket
1153,Jewelry:gold,Auravelle,Pouch,statement
1155,Children:newborn,Pippet,Gift Box,infant
1158,Sports:pools,Summitline,Case,large
1159,Women:dresses,Willowmere,Garment,L
1161,Home:rugs,Marrowgate,Roll,small
1164,Children:infants,Bramblewick,Gift Box,toddler
1165,Shoes:mens,Stridewell,Dust Bag,large
1167,Home:curtains/drapes,Marrowgate,Roll,medium
1170,Electronics:dvd/vcr players,Voltaic,Case,compact
1171,Books:travel,Bellwood,Paperback,pocket
1173,Electronics:dvd/vcr players,Voltaic,Case,compact
1176,Jewelry:consignment,Auravelle,Pouch,standard
1177,Men:shirts,Ironclad,Poly Bag,XL
1179,Women:dresses,Willowmere,Poly Bag,XS
1182,Music:country,Lonewave,Digipak,deluxe
1183,Children:toddlers,Pippet,Poly Bag,newborn
1185,Jewelry:bracelets,Auravelle,Jewel Box,statement
1188,Shoes:mens,Farrow,Dust Bag,large
1189,Music:country,Lonewave,Digipak,deluxe
1191,Jewelry:womens watch,Auravelle,Jewel Box,standard
1194,Books:entertainments,Fernglade,Paperback,pocket
1195,Children:toddlers,Pippet,Poly Bag,toddler
1197,Books:parenting,Bellwood,Hardcover,standard
1200,Children:newborn,Bramblewick,Gift Box,toddler
1201,Men:shirts,Ironclad,Poly Bag,L
1203,Home:wallpaper,Thistlecroft,Roll,large
1206,Sports:hockey,Redridge,Box,small
1680,Books:self-help,Fernglade,Paperback,pocket
1207,Sports:hockey,Summitline,Box,small
1209,Women:maternity,Ashgrove,Poly Bag,S
1212,Women:swimwear,Willowmere,Poly Bag,M
1213,Children:newborn,Bramblewick,Poly Bag,infant
1215,Men:sports-apparel,Ironclad,Poly Bag,L
1218,Jewelry:estate,Auravelle,Jewel Box,statement
1219,Sports:guns,Redridge,Bag,medium
1221,Electronics:stereo,Voltaic,Case,standard
1224,Music:pop,Cinderpath,Digipak,deluxe
1225,Electronics:monitors,Voltaic,Box,compact
1227,Children:school-uniforms,Bramblewick,Poly Bag,infant
1230,Sports:optics,Redridge,Case,large
1231,Electronics:automotive,Voltaic,Box,pro
1233,Women:dresses,Willowmere,Garment,M
1710,Children:newborn,Bramblewick,Poly Bag,toddler
1237,Electronics:memory,Voltaic,Box,standard
1239,Children:school-uniforms,Pippet,Poly Bag,newborn
1242,Women:fragrances,Willowmere,Poly Bag,XS
1243,Electronics:wireless,Kentaur,Blister,pro
1245,Music:country,Cinderpath,Digipak,standard
1248,Electronics:televisions,Voltaic,Box,compact
1249,Shoes:athletic,Stridewell,Dust Bag,medium
1251,Sports:fitness,Redridge,Bag,medium
1254,Home:tables,Marrowgate,Set,large
1255,Home:lighting,Thistlecroft,Box,large
1257,Jewelry:estate,Sablewynn,Jewel Box,statement
1260,Jewelry:custom,Auravelle,Jewel Box,standard
1261,Sports:football,Redridge,Bag,small
1263,Children:newborn,Pippet,Poly Bag,newborn
1266,Children:school-uniforms,Bramblewick,Poly Bag,infant
1267,Books:science,Bellwood,Hardcover,standard
1269,Music:rock,Lonewave,Digipak,standard
1272,Home:glassware,Marrowgate,Set,small
1273,Shoes:womens,Stridewell,Dust Bag,medium
1275,Books:reference,Bellwood,Paperback,large-print
1278,Children:newborn,Bramblewick,Gift Box,toddler
1279,Electronics:stereo,Voltaic,Case,pro
1281,Shoes:kids,Stridewell,Shoe Box,medium
1284,Shoes:kids,Stridewell,Dust Bag,medium
1285,Jewelry:costume,Sablewynn,Jewel Box,statement
1287,Books:parenting,Bellwood,Hardcover,pocket
1290,Home:wallpaper,Marrowgate,Roll,large
1291,Books:history,Bellwood,Hardcover,large-print
1293,Shoes:athletic,Stridewell,Shoe Box,medium
1296,Jewelry:earings,Sablewynn,Jewel Box,standard
1297,Shoes:athletic,Farrow,Shoe Box,large
1299,Women:fragrances,Willowmere,Garment,S
1302,Sports:camping,Summitline,Case,large
1303,Home:bathroom,Marrowgate,Roll,small
1305,Men:shirts,Ironclad,Garment,L
1308,Children:school-uniforms,Bramblewick,Gift Box,infant
1309,Electronics:dvd/vcr players,Kentaur,Box,standard
1311,Shoes:womens,Farrow,Dust Bag,small
1314,Women:fragrances,Willowmere,Garment,M
1315,Sports:archery,Summitline,Case,large
1317,Men:accessories,Ironclad,Garment,XL
1320,Electronics:disk drives,Kentaur,Blister,standard
1321,Sports:outdoor,Summitline,Bag,small
1326,Shoes:mens,Stridewell,Shoe Box,large
1327,Home:rugs,Thistlecroft,Box,medium
1332,Books:science,Bellwood,Paperback,standard
1333,Books:home repair,Fernglade,Paperback,large-print
1335,Electronics:disk drives,Voltaic,Blister,pro
1338,Shoes:athletic,Stridewell,Shoe Box,large
1339,Books:business,Bellwood,Paperback,pocket
1341,Children:toddlers,Pippet,Poly Bag,toddler
1344,Shoes:athletic,Farrow,Dust Bag,medium
1345,Shoes:athletic,Stridewell,Dust Bag,small
1347,Books:self-help,Bellwood,Paperback,standard
1350,Women:fragrances,Willowmere,Poly Bag,M
1351,Music:pop,Lonewave,Digipak,single
1353,Books:parenting,Bellwood,Hardcover,pocket
1356,Shoes:mens,Stridewell,Shoe Box,medium
1357,Electronics:memory,Voltaic,Case,compact
1359,Women:dresses,Ashgrove,Poly Bag,S
1362,Music:classical,Cinderpath,Digipak,standard
1363,Sports:optics,Summitline,Bag,small
1365,Books:history,Bellwood,Paperback,pocket
1368,Music:classical,Lonewave,Digipak,standard
1369,Home:glassware,Marrowgate,Roll,medium
1371,Home:lighting,Thistlecroft,Roll,small
1374,Music:rock,Cinderpath,Digipak,deluxe
1375,Women:dresses,Willowmere,Poly Bag,S
1377,Music:pop,Lonewave,Digipak,standard
1380,Children:toddlers,Bramblewick,Gift Box,infant
1381,Shoes:mens,Farrow,Dust Bag,small
1383,Jewelry:womens watch,Auravelle,Pouch,petite
1386,Books:sports,Bellwood,Hardcover,pocket
1387,Jewelry:jewelry boxes,Auravelle,Pouch,statement
1389,Home:curtains/drapes,Thistlecroft,Roll,large
1392,Music:pop,Cinderpath,Jewel Case,deluxe
1393,Men:sports-apparel,Ironclad,Garment,M
1395,Men:sports-apparel,Ironclad,Garment,L
1398,Children:infants,Bramblewick,Poly Bag,infant
1399,Shoes:mens,Stridewell,Shoe Box,large
1401,Children:school-uniforms,Pippet,Poly Bag,newborn
1404,Music:pop,Lonewave,Digipak,single
1405,Jewelry:estate,Auravelle,Pouch,statement
1407,Sports:pools,Redridge,Box,small
1410,Books:sports,Fernglade,Hardcover,pocket
1411,Jewelry:costume,Sablewynn,Jewel Box,petite
1413,Music:pop,Cinderpath,Jewel Case,single
1416,Home:decor,Thistlecroft,Roll,large
1417,Children:newborn,Bramblewick,Poly Bag,infant
1419,Books:travel,Fernglade,Paperback,large-print
1422,Children:newborn,Pippet,Poly Bag,infant
1423,Sports:archery,Summitline,Case,large
1425,Children:school-uniforms,Bramblewick,Gift Box,toddler
1428,Music:pop,Lonewave,Digipak,standard
1429,Music:pop,Lonewave,Digipak,standard
1431,Music:classical,Cinderpath,Digipak,single
1434,Shoes:mens,Stridewell,Dust Bag,medium
1435,Electronics:televisions,Voltaic,Blister,compact
1437,Men:pants,Rowantree,Poly Bag,M
1440,Shoes:kids,Farrow,Dust Bag,large
1441,Music:rock,Lonewave,Jewel Case,single
1443,Children:newborn,Bramblewick,Gift Box,infant
1446,Children:newborn,Bramblewick,Gift Box,newborn
1447,Home:rugs,Marrowgate,Box,small
1449,Men:shirts,Ironclad,Garment,M
1452,Jewelry:womens watch,Auravelle,Jewel Box,standard
1453,Women:swimwear,Ashgrove,Poly Bag,S
1455,Children:newborn,Bramblewick,Gift Box,toddler
1458,Electronics:scanners,Voltaic,Case,pro
1459,Sports:golf,Summitline,Bag,small
1461,Shoes:kids,Stridewell,Dust Bag,medium
1464,Women:swimwear,Willowmere,Garment,XS
1465,Electronics:cameras,Kentaur,Blister,compact
1467,Books:business,Bellwood,Paperback,pocket
1470,Jewelry:bracelets,Sablewynn,Pouch,statement
1471,Jewelry:diamonds,Auravelle,Jewel Box,petite
1473,Women:swimwear,Willowmere,Poly Bag,M
1476,Shoes:womens,Farrow,Shoe Box,small
1477,Women:swimwear,Willowmere,Garment,L
1479,Men:sports-apparel,Ironclad,Garment,M
1482,Electronics:cameras,Kentaur,Box,compact
1485,Music:rock,Cinderpath,Jewel Case,single
1488,Books:history,Bellwood,Hardcover,large-print
1489,Shoes:kids,Stridewell,Shoe Box,medium
1491,Home:bedding,Marrowgate,Set,small
1494,Children:toddlers,Bramblewick,Poly Bag,toddler
1495,Music:rock,Lonewave,Jewel Case,standard
1497,Books:business,Bellwood,Hardcover,standard
1500,Books:computers,Fernglade,Paperback,standard
1501,Music:pop,Lonewave,Digipak,standard
1503,Shoes:athletic,Stridewell,Dust Bag,medium
1506,Women:maternity,Willowmere,Garment,M
1507,Home:blinds/shades,Marrowgate,Box,medium
1509,Books:entertainments,Bellwood,Hardcover,standard
1512,Electronics:musical,Voltaic,Box,pro
1513,Music:classical,Lonewave,Jewel Case,standard
1515,Women:maternity,Ashgrove,Poly Bag,S
1518,Men:pants,Rowantree,Poly Bag,XL
1519,Music:country,Lonewave,Jewel Case,single
1521,Home:bedding,Marrowgate,Roll,small
1524,Books:mystery,Bellwood,Hardcover,pocket
1525,Sports:fitness,Summitline,Bag,small
1527,Sports:pools,Summitline,Box,small
1530,Music:country,Lonewave,Digipak,single
1531,Children:newborn,Bramblewick,Poly Bag,infant
1533,Men:sports-apparel,Ironclad,Poly Bag,S
1536,Shoes:womens,Stridewell,Dust Bag,large
1537,Jewelry:custom,Sablewynn,Jewel Box,statement
1539,Women:swimwear,Ashgrove,Garment,XS
1542,Jewelry:mens watch,Auravelle,Pouch,petite
1543,Home:mattresses,Marrowgate,Set,medium
1545,Books:history,Fernglade,Hardcover,pocket
1548,Electronics:dvd/vcr players,Kentaur,Case,standard
1549,Home:paint,Marrowgate,Set,large
1551,Men:sports-apparel,Ironclad,Poly Bag,M
1554,Electronics:audio,Kentaur,Case,pro
1555,Sports:baseball,Summitline,Case,medium
1557,Music:country,Cinderpath,Digipak,deluxe
1560,Shoes:mens,Stridewell,Shoe Box,large
1561,Women:dresses,Willowmere,Garment,XS
1563,Children:newborn,Pippet,Poly Bag,infant
1566,Jewelry:semi-precious,Auravelle,Jewel Box,standard
1567,Sports:baseball,Summitline,Case,small
1569,Jewelry:jewelry boxes,Auravelle,Pouch,petite
1572,Electronics:disk drives,Voltaic,Box,standard
1573,Electronics:wireless,Voltaic,Box,compact
1575,Music:pop,Lonewave,Jewel Case,single
1578,Electronics:automotive,Kentaur,Blister,compact
1579,Home:lighting,Marrowgate,Roll,medium
1581,Sports:fishing,Redridge,Bag,small
1584,Music:pop,Cinderpath,Digipak,deluxe
1585,Home:paint,Marrowgate,Box,large
1587,Children:toddlers,Bramblewick,Poly Bag,toddler
1645,Jewelry:semi-precious,Auravelle,Jewel Box,petite
1590,Children:infants,Bramblewick,Gift Box,toddler
1591,Jewelry:birdal,Auravelle,Pouch,petite
1593,Jewelry:womens watch,Auravelle,Pouch,petite
1596,Shoes:kids,Farrow,Dust Bag,small
1597,Women:swimwear,Willowmere,Poly Bag,S
1599,Electronics:musical,Voltaic,Case,pro
1602,Electronics:disk drives,Voltaic,Blister,compact
1603,Electronics:dvd/vcr players,Voltaic,Box,pro
1605,Children:school-uniforms,Bramblewick,Poly Bag,newborn
1608,Sports:hockey,Redridge,Case,small
1609,Children:toddlers,Bramblewick,Poly Bag,newborn
1611,Shoes:kids,Farrow,Dust Bag,large
1614,Music:country,Cinderpath,Jewel Case,deluxe
1615,Music:country,Lonewave,Jewel Case,deluxe
1617,Home:paint,Marrowgate,Roll,large
1620,Sports:basketball,Summitline,Box,small
1621,Women:swimwear,Willowmere,Garment,S
1623,Jewelry:rings,Auravelle,Jewel Box,statement
1626,Home:accent,Marrowgate,Set,small
1627,Books:travel,Bellwood,Paperback,pocket
1629,Music:pop,Cinderpath,Jewel Case,deluxe
1632,Children:infants,Bramblewick,Gift Box,newborn
1633,Men:sports-apparel,Ironclad,Garment,XL
1635,Electronics:musical,Kentaur,Case,pro
1638,Music:rock,Lonewave,Jewel Case,standard
1639,Jewelry:earings,Auravelle,Pouch,petite
1641,Men:shirts,Rowantree,Poly Bag,M
1644,Sports:hockey,Summitline,Box,small
1647,Sports:tennis,Redridge,Bag,large
1650,Electronics:portable,Voltaic,Box,standard
1651,Women:fragrances,Ashgrove,Poly Bag,S
1653,Home:accent,Marrowgate,Box,small
1656,Home:curtains/drapes,Marrowgate,Box,medium
1657,Books:cooking,Bellwood,Hardcover,large-print
1659,Sports:archery,Summitline,Bag,small
1662,Books:romance,Fernglade,Hardcover,pocket
1663,Women:fragrances,Willowmere,Garment,L
1665,Books:fiction,Bellwood,Hardcover,large-print
1668,Children:toddlers,Pippet,Poly Bag,newborn
1669,Music:pop,Lonewave,Jewel Case,deluxe
1671,Music:classical,Lonewave,Digipak,deluxe
1674,Shoes:mens,Farrow,Dust Bag,medium
1675,Books:cooking,Fernglade,Hardcover,pocket
1681,Home:decor,Thistlecroft,Set,large
1683,Men:shirts,Ironclad,Poly Bag,S
1686,Home:accent,Marrowgate,Box,medium
1687,Jewelry:gold,Auravelle,Pouch,statement
1689,Books:reference,Bellwood,Hardcover,large-print
1692,Shoes:mens,Stridewell,Dust Bag,large
1693,Jewelry:bracelets,Sablewynn,Jewel Box,statement
1695,Men:sports-apparel,Ironclad,Garment,L
1698,Jewelry:estate,Sablewynn,Pouch,statement
1699,Men:sports-apparel,Ironclad,Garment,XL
1701,Music:pop,Lonewave,Jewel Case,standard
1704,Men:pants,Ironclad,Poly Bag,S
1705,Books:entertainments,Fernglade,Paperback,standard
1707,Shoes:athletic,Stridewell,Shoe Box,large
1711,Children:infants,Bramblewick,Gift Box,newborn
1713,Books:romance,Bellwood,Hardcover,pocket
1716,Home:glassware,Marrowgate,Roll,medium
1717,Sports:camping,Summitline,Bag,medium
1719,Shoes:athletic,Stridewell,Shoe Box,medium
1722,Children:infants,Bramblewick,Gift Box,infant
1723,Home:decor,Marrowgate,Set,medium
1725,Women:dresses,Willowmere,Poly Bag,L
1728,Shoes:kids,Farrow,Dust Bag,medium
1729,Men:sports-apparel,Ironclad,Garment,XL
1731,Home:tables,Thistlecroft,Roll,large
1734,Men:shirts,Ironclad,Garment,L
1735,Books:reference,Fernglade,Hardcover,standard
1737,Shoes:mens,Farrow,Shoe Box,large
16265,Electronics:wireless,Kentaur,Blister,compact
1740,Children:newborn,Bramblewick,Gift Box,infant
1741,Shoes:kids,Stridewell,Dust Bag,large
1743,Sports:guns,Summitline,Box,large
1746,Women:swimwear,Ashgrove,Poly Bag,S
1747,Music:rock,Cinderpath,Digipak,standard
1749,Children:infants,Bramblewick,Poly Bag,newborn
1752,Books:travel,Bellwood,Hardcover,large-print
1753,Home:decor,Thistlecroft,Box,large
1755,Books:travel,Fernglade,Hardcover,standard
1758,Men:shirts,Ironclad,Poly Bag,S
1759,Books:home repair,Bellwood,Hardcover,pocket
1761,Electronics:stereo,Kentaur,Blister,standard
1764,Jewelry:diamonds,Auravelle,Pouch,standard
1765,Jewelry:custom,Sablewynn,Jewel Box,statement
1767,Men:shirts,Rowantree,Poly Bag,S
1770,Music:classical,Lonewave,Digipak,deluxe
1771,Electronics:musical,Voltaic,Blister,compact
1773,Music:pop,Cinderpath,Jewel Case,deluxe
1776,Men:shirts,Ironclad,Poly Bag,M
1777,Jewelry:loose stones,Sablewynn,Pouch,standard
1779,Jewelry:loose stones,Sablewynn,Pouch,standard
1782,Music:rock,Cinderpath,Jewel Case,standard
1783,Children:school-uniforms,Bramblewick,Poly Bag,newborn
1785,Children:toddlers,Bramblewick,Gift Box,newborn
1788,Sports:tennis,Summitline,Bag,large
1789,Men:shirts,Ironclad,Poly Bag,XL
1791,Shoes:athletic,Stridewell,Shoe Box,large
1794,Men:shirts,Ironclad,Poly Bag,XL
1795,Books:science,Bellwood,Hardcover,pocket
1797,Women:fragrances,Willowmere,Poly Bag,XS
1800,Books:arts,Bellwood,Hardcover,standard
1801,Home:paint,Marrowgate,Roll,small
1803,Shoes:womens,Stridewell,Dust Bag,medium
1806,Men:sports-apparel,Rowantree,Garment,XL
1807,Men:sports-apparel,Ironclad,Poly Bag,S
1809,Home:rugs,Marrowgate,Box,medium
1812,Children:school-uniforms,Bramblewick,Gift Box,infant
1813,Shoes:womens,Farrow,Shoe Box,large
1815,Women:fragrances,Ashgrove,Garment,M
1818,Music:country,Cinderpath,Digipak,standard
1819,Shoes:kids,Stridewell,Shoe Box,small
1821,Men:pants,Ironclad,Garment,XL
1824,Music:rock,Lonewave,Digipak,single
1825,Jewelry:diamonds,Sablewynn,Jewel Box,petite
1827,Men:accessories,Ironclad,Garment,L
1830,Children:newborn,Pippet,Gift Box,infant
1831,Children:infants,Bramblewick,Gift Box,newborn
1833,Music:pop,Lonewave,Digipak,single
1836,Sports:camping,Redridge,Bag,large
1837,Sports:athletic shoes,Redridge,Box,small
1839,Jewelry:birdal,Auravelle,Pouch,petite
1842,Women:maternity,Ashgrove,Garment,M
1843,Children:infants,Bramblewick,Poly Bag,toddler
1845,Books:entertainments,Bellwood,Hardcover,pocket
1848,Men:sports-apparel,Ironclad,Garment,S
1849,Books:parenting,Bellwood,Paperback,large-print
1851,Music:classical,Cinderpath,Jewel Case,single
1854,Children:school-uniforms,Bramblewick,Poly Bag,toddler
1855,Men:accessories,Rowantree,Poly Bag,L
1857,Women:dresses,Willowmere,Poly Bag,S
1860,Shoes:mens,Stridewell,Dust Bag,large
1861,Shoes:womens,Stridewell,Shoe Box,medium
1863,Home:kids,Marrowgate,Roll,large
1866,Music:country,Lonewave,Digipak,deluxe
1867,Children:newborn,Bramblewick,Poly Bag,newborn
1869,Shoes:mens,Stridewell,Dust Bag,large
1872,Women:fragrances,Willowmere,Poly Bag,XS
1873,Men:accessories,Ironclad,Garment,XL
1875,Men:accessories,Ironclad,Poly Bag,L
1878,Men:sports-apparel,Rowantree,Poly Bag,XL
1879,Women:fragrances,Willowmere,Garment,S
1881,Jewelry:jewelry boxes,Auravelle,Pouch,statement
1911,Electronics:portable,Voltaic,Box,standard
1884,Music:pop,Lonewave,Jewel Case,standard
1885,Music:pop,Cinderpath,Jewel Case,single
1874,Home:accent,Marrowgate,Box,large
1887,Children:infants,Pippet,Poly Bag,newborn
1890,Music:pop,Lonewave,Digipak,single
1891,Men:pants,Ironclad,Poly Bag,S
1893,Children:infants,Bramblewick,Poly Bag,infant
1896,Books:self-help,Bellwood,Paperback,standard
1897,Music:pop,Lonewave,Digipak,deluxe
1899,Men:accessories,Rowantree,Garment,S
1902,Books:home repair,Bellwood,Hardcover,standard
1903,Electronics:camcorders,Voltaic,Box,pro
1905,Shoes:womens,Stridewell,Dust Bag,medium
